,P_DAS28,LM_DAS28,P_VAS,LM_VAS,P_TJC,LM_TJC,P_SJC,LM_SJC,P_CRP,LM_CRP
ACSM2B,0.207605843,-0.059783892,0.790790558,-0.000677091,0.809361963,-0.002009531,0.504165059,-0.008753043,0.138481544,-0.003976577
SYNCRIP,0.021530775,-0.104184742,0.347986579,-0.002291764,0.455233522,-0.006001755,0.057575245,-0.024231846,0.13891224,-0.003640226
FTCD,0.009610484,-0.108913142,0.22502306,-0.002775268,0.236643519,-0.009193919,0.338863916,-0.011919454,0.138996431,-0.003601941
USMG5,0.673966225,-0.018738967,0.518468602,-0.001528605,0.888692893,0.001143796,0.335463992,-0.011691776,0.140393722,-0.003701825
CFL1,0.699398212,-0.016440666,0.771361022,-0.00066291,0.868249811,0.001257325,0.697111076,-0.004610708,0.140690734,-0.003556402
CD55,0.280316659,-0.065507239,0.648693703,-0.001428273,0.633798167,-0.005187195,0.376371711,-0.013228246,0.140709558,-0.005481364
COX6C,0.230489743,-0.055050477,0.518259087,-0.001574826,0.784648508,0.002242943,0.251955202,-0.014630935,0.141477465,-0.003912346
SLC25A3,0.110639101,-0.067721241,0.918770404,0.000236402,0.545564569,-0.004785731,0.330908341,-0.011899336,0.142152102,-0.003729562
CPN1,0.858717928,-0.00879152,0.514084827,0.00175015,0.799586194,0.002174259,0.757958024,-0.004603053,0.142870866,-0.004268616
SCARB2,0.019573915,-0.10881762,0.065650234,-0.004581533,0.04190389,-0.016610796,0.34426366,-0.012213715,0.144437179,-0.004542986
TUBB,0.361899583,-0.051696959,0.494238655,-0.002017502,0.880424012,-0.001577034,0.742997452,0.004999027,0.145516109,-0.004451593
APOL1,0.970132983,0.001533211,0.418785522,-0.001769542,0.631738305,0.003518152,0.392694123,-0.010006427,0.14941238,-0.003392434
RPL6,0.107054274,-0.066360945,0.684024253,-0.000904316,0.315773828,-0.007394061,0.099124822,-0.01931982,0.150336154,-0.003443675
CAPG,0.087955331,-0.069523766,0.121983376,-0.003370425,0.449321836,-0.005535141,0.563270244,-0.006747558,0.150431904,-0.003373615
PPIA,0.311831264,-0.042679464,0.162630183,-0.003177701,0.762108208,-0.002271134,0.725455666,-0.004142661,0.150806705,-0.003393033
PTMA,0.122736943,-0.085173067,0.248822118,-0.003342843,0.326601544,-0.009455937,0.184931473,-0.021208895,0.150842845,-0.00447027
PSMB2,0.626299521,-0.022859169,0.73509205,0.000844615,0.684463884,-0.003387387,0.337867857,-0.014172193,0.151412239,-0.00373771
HSP90AB1,0.033651713,-0.086799327,0.303750895,-0.002252069,0.080946509,-0.012797575,0.107189895,-0.018851826,0.152511862,-0.003369665
TAGLN2,0.775499249,-0.011832609,0.660857738,0.000968341,0.753608941,0.002338737,0.468971198,-0.008531412,0.152575052,-0.003368477
CROCC,0.062386475,-0.150673102,0.271421699,-0.004675493,0.454670537,-0.011007909,0.188833141,-0.034203384,0.152673357,-0.00468016
TXN,0.35461091,-0.037876918,0.864198698,0.000374303,0.821040478,0.001659659,0.327152251,-0.01146358,0.154416854,-0.003348978
LDHA,0.886625093,-0.005834349,0.174469919,0.002967698,0.758169904,0.002258675,0.632502912,-0.005596374,0.154767464,-0.003346214
GYG1,0.052102001,-0.100281441,0.366135053,-0.002446215,0.43103306,-0.007090371,0.3744707,-0.011945655,0.155360655,-0.004743678
CCT6A,0.603083835,-0.023772456,0.861010082,-0.000427213,0.413540777,0.006533416,0.413791579,-0.010518689,0.15645405,-0.00374515
GPI,0.001420341,-0.129655292,0.05798013,-0.004137364,0.004866202,-0.020545318,0.131868486,-0.017605534,0.156654225,-0.00333022
APOA2,0.991285168,0.00047332,0.581185384,-0.0012813,0.126473678,0.011877968,0.302787954,-0.012846426,0.15708438,-0.00351654
EPB41L2,0.424919504,-0.04057102,0.228812602,-0.003343446,0.800766219,-0.002294445,0.534904914,-0.008570853,0.15765176,-0.003910058
IVD,0.302791732,0.058196956,0.195919489,0.003989348,0.746266491,0.003214914,0.37950139,-0.012338067,0.15898825,0.004735454
F12,0.290517694,-0.046108656,0.32993379,-0.002309894,0.633565945,-0.003663714,0.312043703,-0.012183181,0.159216668,-0.003430241
EEF1A1P5,0.11989277,-0.063413052,0.04420112,-0.004382161,0.614300407,-0.003689179,0.667039342,-0.00502477,0.159419869,-0.003302356
ALDH1L1,0.111891797,-0.065063244,0.114699731,-0.003454265,0.233050546,-0.008760872,0.948488087,0.000757654,0.16035433,-0.003310362
GSTO1,0.497143758,0.027736047,0.833191421,0.000460187,0.376726101,0.006478734,0.683596647,0.004757389,0.160391297,-0.003297525
VAT1,0.389087536,0.036167841,0.145000791,-0.003282822,0.278805369,0.008090382,0.153598502,0.016795923,0.161352189,0.003322128
RAB7A,0.529756043,0.026644595,0.964905131,-9.87E-05,0.338171251,0.007246683,0.683362146,0.004857386,0.162143193,0.003434752
IGHV3.74,0.124061746,-0.073757163,0.087368719,-0.004229919,0.945731017,-0.000591829,0.669954213,-0.005664727,0.162510621,-0.003603533
FUS,0.285319398,-0.067780273,0.957327674,0.000179251,0.9898408,0.000147564,0.282607189,-0.016244502,0.162775366,-0.005477174
GNPDA1,0.892414473,-0.005820923,0.552500039,-0.001353682,0.515512127,-0.004897855,0.75838636,0.004463389,0.163476192,0.003441523
RPL3,0.817214164,-0.009563923,0.72240418,0.000787947,0.998742624,-1.18E-05,0.783587334,-0.003227847,0.163958139,-0.003280556
ESD,0.988744564,-0.000644447,0.28579284,0.002679752,0.850336899,0.001555694,0.242353915,-0.015301039,0.164793866,-0.003766231
CYCS,0.517974472,0.026918919,0.706496099,-0.000837361,0.509874811,0.004876664,0.894527279,0.001559445,0.166472342,0.003268224
S100A10,0.465710345,-0.03605677,0.263360293,-0.003052412,0.30587091,0.008928936,0.380570503,-0.011995906,0.167212937,-0.003457745
NUCKS1,0.009728988,-0.148365655,0.690210199,-0.001251194,0.176033539,-0.01303861,0.049345228,-0.031136546,0.168132315,-0.004047295
AKR7L,0.169817622,-0.074244756,0.486882561,-0.002099494,0.708833117,-0.003576527,0.898866696,0.001860264,0.168444541,-0.004285121
ALDH9A1,0.203237679,0.052251561,0.010707707,0.005595733,0.136181041,0.011091117,0.621685489,0.005777804,0.168490397,-0.003241296
DYNC1H1,0.181814454,-0.056171164,0.883933051,-0.000328986,0.596329893,-0.003950389,0.453000087,-0.008869222,0.168561132,-0.003316211
KLKB1,0.810386387,-0.009768873,0.708695006,0.00081332,0.348114978,0.006845233,0.315918011,-0.011672031,0.168607093,-0.003221698
ABCF1,0.216880674,-0.068355496,0.041947221,-0.006279439,0.547027438,-0.005889631,0.565155412,0.009235082,0.16885413,-0.004654766
ACTN1,0.538302543,-0.025203119,0.473427608,-0.001569786,0.550026863,0.004388883,0.116777012,-0.018347924,0.169511206,-0.003234472
PSMA1,0.158080575,-0.060590064,0.25375918,-0.002612953,0.672896779,-0.003220485,0.168368914,-0.016751971,0.171870743,-0.003361569
CD5L,0.843893856,-0.008045259,0.813710927,0.000516095,0.303509833,0.007501809,0.054815835,-0.022296067,0.173904491,-0.003170389
HSP90B1,0.330108825,-0.039723577,0.651622727,0.000985189,0.2895964,-0.007743303,0.882449089,-0.001726127,0.174857911,-0.003182684
APOM,0.537794462,0.03097893,0.719102958,0.000944241,0.209381625,0.011113519,0.561660476,0.007977966,0.179045769,-0.003553153
COQ9,0.655014126,0.026221985,0.396584069,-0.002618372,0.37986858,0.009718705,0.788313888,0.004819623,0.179464955,0.005227403
CLIC1,0.577585103,0.022843457,0.813322575,0.000520049,0.066027077,0.013472461,0.220311498,0.01430538,0.180595464,-0.003144448
HNRNPM,0.978750442,-0.001786259,0.583008863,0.001987369,0.897208402,0.001528165,0.731342292,0.005942759,0.180738362,-0.006190751
ERH,0.605009393,-0.041394275,0.406911741,-0.003437196,0.879575562,0.002170269,0.850712148,-0.005403765,0.181742081,-0.004737882
ATP5F1,0.813316168,0.010979706,0.225148887,0.002913626,0.533994274,0.005177073,0.996391715,6.16E-05,0.182096072,-0.003398863
SLC25A20,0.817893787,0.011400772,0.492889823,-0.001866999,0.62588456,0.004401334,0.857243404,0.002280702,0.183583946,0.003543748
ETFA,0.584255671,-0.027777589,0.616330165,-0.0013193,0.618377195,-0.004720382,0.392858905,-0.011196529,0.184237818,-0.004654966
ACO2,0.33495381,-0.039498199,0.510846495,-0.001440696,0.9315398,-0.000631327,0.200381592,-0.014996371,0.185527861,-0.003119287
IGHA1,0.888892828,-0.005718361,0.09599467,0.00363647,0.876374084,0.001141606,0.718750854,-0.004215891,0.189514433,-0.003086885
RPL24,0.691377014,0.025138725,0.157403736,0.004490534,0.616026261,0.006273781,0.778563538,0.004129614,0.189835019,-0.004169596
ETFB,0.447602928,0.038136549,0.845971231,-0.000523703,0.180340046,0.012126563,0.509634219,-0.009297728,0.190201876,0.003572048
HNRNPA1L2,0.427351588,-0.037532495,0.198933582,-0.00319613,0.594792741,-0.004508553,0.908811567,0.001551302,0.191225577,0.003295389
GSS,0.490792498,-0.038268507,0.763054508,-0.000878951,0.804920795,0.002516833,0.871545589,0.002614378,0.191384442,-0.003596599
LTF,0.09048419,-0.069463489,0.305560325,-0.002268025,0.318150856,-0.007333431,0.006019821,-0.032029604,0.193420131,-0.003100597
RAD23B,0.378773322,-0.037076019,0.714883107,-0.000835213,0.280780829,-0.008328105,0.825519174,0.002597659,0.193558491,-0.003098652
ANXA5,0.934875051,-0.003348335,0.451934885,-0.001647444,0.933012546,-0.000617509,0.399095617,-0.009878496,0.193653103,-0.003061673
ERLIN2,0.26213987,-0.056464296,0.920149229,0.000276484,0.54408223,-0.005706801,0.600164724,-0.007012987,0.193690099,-0.003407082
SEC61A1,0.855651645,-0.015024724,0.46882042,0.003149253,0.84497598,-0.002987207,0.948670305,0.001123808,0.195532453,-0.006111152
PCBP1,0.080670931,-0.087507581,0.162180209,-0.003678723,0.367474161,-0.0077231,0.411205426,-0.010988764,0.195665507,-0.00356648
ANXA3,0.17439542,-0.059525334,0.003600818,-0.006734304,0.940073262,-0.000581983,0.371506031,-0.011069778,0.196360126,-0.003384796
CORO1A,0.913471733,-0.005850236,0.281124193,0.003019421,0.665655442,0.004244047,0.832553546,0.003072811,0.196612603,-0.00423546
FBN1,0.805532936,-0.011200284,0.765863524,-0.000729443,0.811947618,0.002018637,0.443886383,-0.009500158,0.197472525,-0.003291384
SHMT2,0.74639395,0.022825983,0.390484936,0.002900962,0.747369089,0.00414217,0.43425653,0.021699778,0.198531112,-0.007622999
AKR1C1,0.797472884,0.011560481,0.642717264,0.001105183,0.735077292,0.002670681,0.547213653,-0.007558335,0.198577967,-0.003541142
LRPPRC,0.145977707,-0.059728675,0.301397033,-0.002279614,0.15216846,-0.01051736,0.740376878,-0.003872271,0.198873979,-0.003016838
SSB,0.130324935,-0.096638142,0.741908608,-0.001100631,0.324253799,-0.011243477,0.791908707,-0.004704413,0.199168483,-0.004536657
DDOST,0.733971298,0.014011497,0.034854173,0.004648456,0.974454228,-0.000238644,0.636259551,-0.005518285,0.199932236,-0.00300705
COL6A1,0.01790027,-0.096901316,0.24423732,-0.00255992,0.118290894,-0.011466263,0.266615536,-0.012981275,0.200424907,-0.003008611
GMFB,0.286306398,-0.102902151,0.164294748,-0.007492107,0.279895161,-0.018453937,0.527081343,0.020649481,0.201562814,0.006028395
X7.Sep,0.289172073,-0.046409102,0.450286458,-0.001792124,0.360917775,-0.007339939,0.820851448,0.002701878,0.203966594,-0.003394514
PADI4,0.075158847,-0.07269865,0.012061318,-0.005472286,0.294048019,-0.007695823,0.589679353,-0.006313786,0.204092801,-0.002988695
SH3BGRL3,0.080529599,-0.083621624,0.838437443,-0.000521788,0.140819396,-0.012382704,0.139428543,-0.019566399,0.204222678,-0.003567364
PRKCSH,0.402613515,-0.03784574,0.059920064,-0.004536941,0.854433179,-0.001445657,0.482925245,-0.009179084,0.204348814,0.003345998
HSD11B1,0.404299595,0.03481056,0.387696062,0.001915244,0.899308871,0.000940955,0.897013432,0.001556902,0.204885556,0.002995241
ECI2,0.402837628,-0.050857454,0.938007986,0.000250895,0.194784096,-0.013555547,0.155593357,0.029423827,0.204897795,-0.004469599
P0DOX2,0.762393825,-0.012699701,0.475006137,0.001595526,0.594223987,0.004031059,0.201340034,-0.015223072,0.205847155,-0.003005242
ITGA3,0.590902079,-0.02999722,0.582849879,0.00160402,0.677448833,-0.004404818,0.516350272,-0.008961813,0.20618933,-0.004398418
PC,0.29686434,-0.059798111,0.365830653,-0.002899259,0.820852079,0.002241308,0.718752873,-0.006535778,0.210599816,-0.004572901
PRELP,0.366880558,-0.051299911,0.99597794,1.55E-05,0.437907271,-0.007477451,0.209180485,-0.021598819,0.212730003,-0.003505906
DAD1,0.356677096,-0.047577708,0.25417669,-0.003223849,0.989783742,-0.00011071,0.46413822,-0.010848768,0.212753854,-0.00464714
CALD1,0.615915286,-0.020721446,0.498015466,-0.001502994,0.618211624,0.003709005,0.548587227,-0.007058492,0.214534544,-0.002935689
ACOT13,0.260933588,-0.046942334,0.713380544,-0.000827042,0.261613968,-0.008342165,0.685709804,-0.004831167,0.214722434,-0.002987465
SLC25A11,0.51263183,-0.029770714,0.761489213,-0.000743242,0.896878972,-0.001061522,0.404078983,-0.010094621,0.215501382,-0.003352686
ATP2A2,0.928444611,-0.003975975,0.368477787,-0.002152605,0.929689084,0.000712374,0.706450228,-0.005150353,0.217248853,-0.003220034
TSPAN8,0.238126193,-0.081239635,0.195647877,-0.004627728,0.347006515,-0.012418798,0.252847693,-0.026125916,0.218346268,-0.003872432
ACAA2,0.565699677,0.023792181,0.851566272,-0.000413156,0.105318533,0.011922222,0.731216395,-0.004080351,0.220734234,-0.002886609
TLN1,0.810972771,0.009724204,0.391224418,-0.001863102,0.114113889,0.011498332,0.317165296,0.011625436,0.221391493,-0.002858323
C1S,0.192041962,0.053215118,0.483210277,0.00153049,0.8378949,0.001497837,0.185500704,0.015447222,0.222069783,0.002866633
SEC31A,0.249321789,-0.094362022,0.51060861,-0.003048775,0.2738052,-0.016013053,0.522389906,-0.018522733,0.223226346,0.007266438
H2AFY,0.637291311,0.021085602,0.937372155,0.000187528,0.068883834,0.014490002,0.999017789,1.50E-05,0.22333843,-0.00302059
SSBP1,0.905087742,-0.006727482,0.505550049,-0.002138691,0.790913518,-0.002664371,0.931494085,0.001479394,0.223780059,0.004854435
CKB,0.892181788,-0.00596326,0.843460218,0.000473296,0.789673647,0.002111334,0.658217968,0.005284078,0.225141777,-0.002902855
SRP9,0.123406912,-0.098372892,0.362672586,-0.003043529,0.1927716,-0.014247197,0.270205329,-0.025121503,0.226327672,-0.003697278
AZGP1,0.792979892,0.010811623,0.806723695,-0.000537119,0.586897086,0.003992988,0.9805406,0.000290247,0.226416221,0.002829021
MYH10,0.47122116,-0.039324574,0.828388828,0.000634553,0.805000326,-0.002242087,0.79067817,-0.003840052,0.227209401,-0.003901676
ANXA7,0.310644854,-0.041917707,0.109174195,-0.003522918,0.538232267,-0.004572543,0.66809867,0.005101593,0.227892889,-0.00284368
YWHAZ,0.136037379,-0.060963965,0.058932679,-0.004156037,0.145321887,-0.010670959,0.50558626,-0.007792291,0.229526652,-0.002828405
MYLK,0.456072214,-0.037995728,0.211864647,-0.00327713,0.751798144,0.002995076,0.35606655,-0.01271392,0.229789915,-0.003666288
RPS4Y2,0.043508283,-0.104761657,0.342066941,-0.002644546,0.126273674,-0.01358767,0.377446727,-0.012547206,0.230445848,-0.004508753
CCT6B,0.033106952,-0.277690653,0.013849314,-0.01707691,0.150974044,-0.03758554,0.170066852,-0.0535897,0.230627271,-0.008304817
PFKL,0.379533808,-0.045658256,0.787331827,-0.000743718,0.338876862,-0.009274304,0.648575943,-0.006275967,0.231904764,-0.003161304
HOGA1,0.81586328,0.016234712,0.477713573,-0.002572759,0.997528373,-3.97E-05,0.984822661,0.000378605,0.232401653,0.003659628
PSMB4,0.914599437,0.005481431,0.50094214,-0.00182023,0.475443647,0.006556533,0.598666634,0.007135409,0.233137562,-0.004001438
TAGLN,0.088939913,-0.069269606,0.792377038,-0.000574215,0.220631068,-0.008950713,0.172106955,-0.015915277,0.233870453,-0.002792403
ANPEP,0.154978972,-0.058140126,0.256867477,-0.002479633,0.804154862,-0.001819847,0.24263767,-0.01366842,0.234546313,0.002797658
CDH17,0.344021968,-0.039213685,0.720916364,0.000794621,0.088372332,-0.012725846,0.79627626,-0.003027649,0.239365725,-0.002769632
AOX1,0.03918827,-0.094460126,0.00286372,-0.00754298,0.475293681,-0.005905123,0.118347851,-0.019419987,0.239599883,-0.003069048
LPA,0.053452817,0.119581107,0.973805135,0.000106664,0.050013154,0.019458663,0.90790801,-0.002243509,0.240566561,0.003597911
VIM,0.838037205,-0.008368448,0.090916147,-0.003693911,0.044935955,0.014679899,0.36161992,-0.010677292,0.242378604,-0.002751832
RPSA,0.011452572,-0.106928838,0.19319766,-0.002989628,0.06038394,-0.014146302,0.223055479,-0.014493694,0.244235539,-0.002816469
COX5A,0.629615186,-0.02052692,0.658566963,-0.001001476,0.801292789,-0.001940576,0.851452747,-0.002229874,0.244388915,-0.002769575
PRDX3,0.097436288,-0.069031043,0.180081751,-0.002995268,0.199958097,-0.009591517,0.237575996,-0.013847059,0.244837338,-0.002740034
PCYOX1,0.081595557,-0.074500465,0.018539356,-0.005376895,0.487436551,-0.00534413,0.132150913,-0.020005863,0.246297904,-0.002752127
ATP5O,0.127622849,-0.062499091,0.380623676,-0.001926979,0.4811977,-0.005178475,0.378375891,-0.01032177,0.247526704,-0.002724631
COL1A2,0.011342879,-0.160104107,0.22523136,-0.004152872,0.047286744,-0.023020486,0.1430303,-0.029535555,0.247912638,-0.003454621
LMNA,0.37209743,-0.036505345,0.465818451,-0.001595174,0.417025834,-0.0059517,0.445776894,-0.008921025,0.24903322,-0.00271205
RNH1,0.991250938,0.000449206,0.651961013,-0.000987813,0.322207663,0.007265741,0.592874209,-0.006263661,0.24925452,-0.00271368
PKM,0.841510263,0.008182847,0.792634365,-0.000575212,0.247325081,0.008480274,0.21858694,-0.014386252,0.250671344,0.002702804
S100A13,0.379727662,-0.072198955,0.20564921,-0.005635772,0.240570985,-0.017341681,0.456308606,-0.017662836,0.251459543,-0.006340894
ATP5G1,0.691583674,-0.020519258,0.202035214,-0.003523366,0.325090794,0.008937183,0.207659547,0.017177804,0.251598216,-0.003113545
BCAP31,0.697682657,-0.015903857,0.866614826,0.000370076,0.981683981,0.000168337,0.511799688,-0.007654367,0.251811248,-0.002688409
ERP29,0.397507804,0.043193482,0.395348542,0.002370171,0.679349263,-0.003784348,0.258421331,0.016366156,0.252505739,0.003689888
CALB1,0.430425801,-0.142612062,0.232034457,-0.011251789,0.798687056,-0.006867431,0.700381081,-0.042531269,0.253094831,-0.013869687
RAB6B,0.61322236,-0.027905081,0.862778182,-0.000489722,0.971711778,-0.000355069,0.414137819,0.01577711,0.25416754,-0.004846575
CA2,0.119648323,-0.063695451,0.041744901,-0.00445069,0.606504166,-0.003784895,0.189175789,-0.015378181,0.256077222,-0.002676898
TXNDC5,0.289899301,-0.043496797,0.68145444,-0.000908767,0.557578337,-0.004321693,0.917854733,0.001210723,0.257322384,-0.002959092
NDUFV1,0.544499903,-0.042767244,0.648765208,0.001649644,0.60142088,-0.007052391,0.700966163,-0.007786759,0.257567056,-0.007237643
RPL22,0.737813052,-0.015874305,0.52028096,0.001662561,0.744954421,0.002708304,0.396177227,-0.010749524,0.261337662,-0.002891385
HSPE1,0.053884267,-0.078548165,0.481448079,-0.001536971,0.422097837,-0.00587629,0.351647094,-0.010875236,0.261704509,-0.002635924
SERPINB1,0.078525243,-0.075952651,0.046761584,-0.004658512,0.382242497,-0.006690285,0.086873182,-0.021339396,0.263195309,-0.002685511
RPL7A,0.441782476,-0.03383519,0.260328043,-0.002644016,0.972410807,-0.00026952,0.318322212,-0.012826714,0.263196563,0.003351106
HSPA1B,0.298001149,-0.042641141,0.4083287,-0.001815635,0.476360702,-0.005224591,0.400395912,-0.009837167,0.264533984,-0.00262546
APOC2,0.011945984,-0.102317153,0.241305967,-0.002558442,0.161554391,-0.010244795,0.151955941,-0.0167262,0.264929246,-0.002619971
F9,0.287128527,-0.061408225,0.642425998,-0.001506013,0.737709801,-0.003485163,0.263012299,-0.021428871,0.265658506,-0.003718253
GANAB,0.036627172,-0.085833201,0.089149904,-0.003752295,0.220521756,-0.009017159,0.088252993,-0.019969751,0.265887526,-0.002621119
ACO1,0.967314186,-0.001845191,0.391760148,0.002085926,0.728211406,0.002722567,0.959257967,-0.000641362,0.267060504,-0.003017733
ACADSB,0.404789392,-0.034389975,0.151897972,-0.003181594,0.585894532,0.004008012,0.103981978,-0.019440951,0.270842814,-0.002610002
RPL10A,0.9961987,0.000286496,0.395772568,-0.002980991,0.943894625,0.00075243,0.490985055,-0.012848251,0.27090949,0.00358104
ACAT2,0.839374516,-0.011850415,0.284424422,0.003392542,0.971471374,0.000380494,0.181871968,-0.023780538,0.273506675,-0.00453818
ORM2,0.02404993,0.094857127,0.026283156,0.005001916,0.221897483,0.009395651,0.336685715,0.012004486,0.274218766,0.00258726
CCT8,0.278146178,0.046855568,0.208196462,0.002947778,0.121638813,0.011973104,0.312295832,0.012432774,0.275120645,-0.002631272
S100A9,0.299143778,0.043802263,0.226605485,0.002772051,0.734023054,0.002600654,0.905040132,0.001423736,0.276208438,0.002642507
IGLC3,0.194483508,-0.059085121,0.083240151,-0.004097329,0.357302157,-0.007497286,0.86658758,-0.002212163,0.277021173,-0.003376801
COX7C,0.662729726,-0.018398059,0.11368459,-0.003596144,0.528357699,0.004791137,0.318896617,-0.01177561,0.277217504,-0.002578764
PYGL,0.30366852,-0.042669576,0.9301887,0.000193556,0.334841717,-0.00715178,0.408751219,-0.010208929,0.280020108,-0.002526098
CSTB,0.847583574,-0.008148774,0.90200044,0.000282563,0.482548981,0.0052737,0.664600615,0.005138133,0.280324517,-0.002569884
MTTP,0.687809059,-0.023370442,0.290731122,-0.003364573,0.872277618,-0.00172036,0.631616036,0.007429156,0.281960614,-0.003104346
CORO1C,0.27903268,-0.055573355,0.867533002,-0.000458878,0.580447714,-0.004884787,0.584775351,-0.009350924,0.284021411,-0.003429101
CNN2,0.052733923,0.100286817,0.161132437,0.004004132,0.374682806,0.008814529,0.040433632,0.028083122,0.284975644,0.003472537
HNRNPF,0.034419552,-0.228930945,0.205269153,-0.006563516,0.328355907,-0.020227842,0.19543996,-0.040514063,0.286048802,-0.00408131
FRMPD1,0.6018585,-0.030375161,0.184200814,-0.003982901,0.754541159,-0.003421784,0.590721662,-0.010423864,0.286620343,-0.003471419
ECH1,0.062038964,0.076053767,0.003780177,0.006290644,0.042600161,0.014809816,0.657102067,-0.005186255,0.287368078,-0.002499167
SUCLG2,0.03181567,-0.087356968,0.022519206,-0.004962197,0.763371801,-0.002202952,0.084100572,-0.020126976,0.289623458,-0.002485459
TCP1,0.821079269,-0.00964976,0.00382557,-0.006506924,0.298707107,0.007845904,0.65131142,-0.005468928,0.290019789,-0.002526402
DLST,0.624138627,-0.020068603,0.28201825,0.002354761,0.700532157,-0.002824721,0.674789348,-0.004916628,0.290976286,-0.002487401
RRBP1,0.226417437,-0.049357531,0.344658998,-0.002062509,0.816858048,-0.001695737,0.418504341,-0.009446973,0.292501451,-0.002472259
CES1,0.025113089,-0.091312152,0.50722149,-0.001450061,0.036983325,-0.015253909,0.087693676,-0.019941691,0.292867103,-0.002474186
ATP5A1,0.763888994,-0.012278297,0.20796728,-0.002749353,0.683177228,0.002990811,0.376493938,0.010335052,0.293154706,-0.002471074
PSMB3,0.147195104,-0.076694614,0.175143785,-0.003874888,0.400640984,-0.008218927,0.200143869,-0.023114162,0.295730171,-0.002813626
HLA.DRB1,0.058799696,-0.093943601,0.007297908,-0.007017365,0.131645098,-0.013206496,0.707441461,-0.005255131,0.295841112,-0.003516384
PPBP,0.518389215,0.028976585,0.193019515,-0.003028996,0.518595225,0.005457818,0.046358589,0.027371842,0.296011153,0.002524566
HSPD1,0.016436674,-0.097801275,0.072391164,-0.003922759,0.092560745,-0.012317329,0.214537118,-0.014512756,0.296844788,-0.002454856
ACTB,0.876061269,0.007991811,0.864781059,-0.000503688,0.72702045,-0.003302976,0.177530254,0.020528243,0.301076014,0.002905208
TKT,0.894576468,-0.005416195,0.445871605,-0.001665342,0.20789918,0.009218683,0.408208958,0.009664336,0.302290549,-0.002424493
CNN1,0.975304621,-0.001325959,0.71814005,0.000827489,0.579650138,-0.004271741,0.625898414,0.005966959,0.302942619,-0.002651566
RPL35,0.505010907,-0.027982977,0.644594576,0.001039906,0.873801362,-0.001195691,0.035065746,-0.024832412,0.303712609,-0.002453918
CAPN1,0.419609275,-0.046020566,0.235874416,-0.003492716,0.939860531,0.000780438,0.614740389,-0.008578435,0.30401149,-0.003049517
PAFAH1B1,0.793785557,-0.012545354,0.473555635,-0.001858637,0.669614696,0.003645369,0.187108108,0.024006132,0.305376709,-0.002998487
LRP2,0.646042281,0.021757223,0.749414197,-0.000819723,0.255688466,0.009507843,0.430147362,-0.010220275,0.305575924,0.002983776
NNT,0.162296676,-0.056938707,0.67570679,-0.000912475,0.377948786,-0.006445845,0.264389733,-0.013013413,0.310068403,-0.002381578
HIBCH,0.259626389,-0.058650439,0.618168653,-0.001430792,0.179565554,-0.012882195,0.449225402,-0.011699811,0.310085249,-0.002925953
CAT,0.227271976,-0.04937437,0.759149807,-0.000670977,0.784865563,-0.002003176,0.921491072,0.001153841,0.310772396,-0.002385867
SF3B1,0.005191167,-0.123691747,0.004207682,-0.00670552,0.131403708,-0.012402908,0.037330544,-0.025316436,0.312306879,0.002443171
ILF3,0.315604475,-0.051171533,0.596308735,-0.001468851,0.568342624,-0.005171077,0.170552664,-0.020460312,0.312422171,-0.002677672
PHB,0.398553763,-0.034515068,0.115071188,-0.003440783,0.166116974,-0.010142347,0.704592943,0.0044352,0.31510389,0.00236301
CSRP3,0.003293665,-0.201696591,0.39271993,-0.003206197,0.020935006,-0.029472612,0.111090571,-0.041431732,0.315567897,-0.004381706
IGJ,0.240822881,0.04763126,0.716523733,0.000789109,0.291963125,0.007714511,0.903293066,0.001412623,0.315813163,-0.002344079
IGKV3D.7,0.973862724,0.001621229,0.543963979,0.001614255,0.709137988,0.00323728,0.062189992,-0.025919944,0.31688844,-0.003468182
AK2,0.583602148,-0.023363985,0.813091758,-0.000554558,0.766650559,-0.002246415,0.667612709,-0.005098201,0.317403165,-0.002893304
HNRNPU,0.3865433,-0.035562866,0.904699657,-0.000263381,0.953300112,-0.000431444,0.148389488,-0.016870604,0.318885675,-0.002346551
COPA,0.827254823,-0.010122581,0.83323082,0.000541317,0.730878403,-0.002734642,0.842056182,-0.002509955,0.320577216,-0.002644857
QDPR,0.218777156,0.056445165,0.189893469,0.003134381,0.424494689,0.006473665,0.520917895,0.008155194,0.321099718,-0.002898485
HLA.DRA,0.201731312,-0.073801597,0.56620683,-0.001674809,0.341242502,-0.009776727,0.350591358,-0.018669256,0.323310408,-0.003119484
TGFBI,0.66777956,0.01842981,0.586896355,-0.001247309,0.387340289,0.00663232,0.661431847,0.005463178,0.323673635,-0.002536963
GNG12,0.295322169,0.204334787,0.854395856,0.002135265,0.796427544,0.006753536,0.234304067,0.153934618,0.324807725,0.010490348
ALDOA,0.697048545,-0.015956048,0.318500391,-0.00218487,0.900535628,0.000918478,0.281378816,0.012619866,0.324858564,-0.00232078
EEF2,0.510604596,-0.026909545,0.597353367,0.001155321,0.655745679,0.003269574,0.270377865,-0.012888029,0.325402005,-0.002313896
ATP5L,0.232295556,-0.050348647,0.377202007,-0.001969765,0.686353191,0.00305499,0.823572211,-0.002680851,0.325671915,-0.002331459
